dataset,model,metric,key,is_baseline,strategy,use_t_next,renoise_factor,n_timesteps,schedule,mean,std,baseline_mean,delta_vs_baseline
adult,RF,accuracy,st=mask__tnxt=T__rn=1.5__T=10__sc=const,False,mask,True,1.5,10,const,0.8189803439803439,0.0033537183525107327,0.8221437346437346,-0.003163390663390664
adult,LR,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=const,False,mask,True,2.0,10,const,0.8310503685503685,0.0030113945679988486,0.8376842751842751,-0.006633906633906617
adult,DT,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=const,False,mask,True,2.0,10,const,0.8375307125307125,0.002380964059375229,0.8206388206388207,0.016891891891891886
adult,RF,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=const,False,mask,True,2.0,10,const,0.8197481572481573,0.005427869615127124,0.8221437346437346,-0.0023955773955772752
adult,LR,accuracy,st=mask__tnxt=T__rn=1__T=10__sc=linear,False,mask,True,1.0,10,linear,0.8077702702702704,0.004196954693781239,0.8376842751842751,-0.029914004914004755
adult,DT,accuracy,st=mask__tnxt=T__rn=1__T=10__sc=linear,False,mask,True,1.0,10,linear,0.8067260442260441,0.004570495141026127,0.8206388206388207,-0.01391277641277655
adult,RF,accuracy,st=mask__tnxt=T__rn=1__T=10__sc=linear,False,mask,True,1.0,10,linear,0.8003378378378377,0.002270235701790706,0.8221437346437346,-0.02180589680589684
adult,LR,accuracy,st=mask__tnxt=T__rn=1.5__T=10__sc=linear,False,mask,True,1.5,10,linear,0.8270577395577396,0.0032508890964125653,0.8376842751842751,-0.010626535626535483
adult,DT,accuracy,st=mask__tnxt=T__rn=1.5__T=10__sc=linear,False,mask,True,1.5,10,linear,0.8015356265356266,0.002862368318103761,0.8206388206388207,-0.019103194103194054
adult,RF,accuracy,st=mask__tnxt=T__rn=1.5__T=10__sc=linear,False,mask,True,1.5,10,linear,0.7997542997542997,0.00335456201988038,0.8221437346437346,-0.0223894348894349
adult,LR,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=linear,False,mask,True,2.0,10,linear,0.8237100737100738,0.0031575708015909045,0.8376842751842751,-0.013974201474201364
adult,DT,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=linear,False,mask,True,2.0,10,linear,0.7621621621621623,0.001179137212558508,0.8206388206388207,-0.058476658476658394
adult,RF,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=linear,False,mask,True,2.0,10,linear,0.7601351351351352,0.003300704124724303,0.8221437346437346,-0.06200859950859938
adult,LR,accuracy,st=mask__tnxt=T__rn=1__T=10__sc=quad,False,mask,True,1.0,10,quad,0.8073402948402947,0.003182268758473879,0.8376842751842751,-0.030343980343980448
adult,DT,accuracy,st=mask__tnxt=T__rn=1__T=10__sc=quad,False,mask,True,1.0,10,quad,0.8083538083538084,0.007693473617859556,0.8206388206388207,-0.01228501228501222
adult,RF,accuracy,st=mask__tnxt=T__rn=1__T=10__sc=quad,False,mask,True,1.0,10,quad,0.798495085995086,0.002998839188878155,0.8221437346437346,-0.023648648648648574
adult,LR,accuracy,st=mask__tnxt=T__rn=1.5__T=10__sc=quad,False,mask,True,1.5,10,quad,0.8293304668304667,0.0012498151074555074,0.8376842751842751,-0.00835380835380839
adult,DT,accuracy,st=mask__tnxt=T__rn=1.5__T=10__sc=quad,False,mask,True,1.5,10,quad,0.8029791154791155,0.00861485117834297,0.8206388206388207,-0.017659705159705164
adult,RF,accuracy,st=mask__tnxt=T__rn=1.5__T=10__sc=quad,False,mask,True,1.5,10,quad,0.7980651105651105,0.002969760381728153,0.8221437346437346,-0.024078624078624045
adult,LR,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=quad,False,mask,True,2.0,10,quad,0.818519656019656,0.0030764697710420575,0.8376842751842751,-0.01916461916461909
adult,DT,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=quad,False,mask,True,2.0,10,quad,0.7618857493857493,0.0009446287775939792,0.8206388206388207,-0.05875307125307139
adult,RF,accuracy,st=mask__tnxt=T__rn=2__T=10__sc=quad,False,mask,True,2.0,10,quad,0.7569103194103194,0.001526384968033067,0.8221437346437346,-0.06523341523341519
adult,LR,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=const,False,mask,True,1.0,20,const,0.8169533169533171,0.0015386947235719072,0.8376842751842751,-0.020730958230958052
adult,DT,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=const,False,mask,True,1.0,20,const,0.8192874692874692,0.004820399939481217,0.8206388206388207,-0.0013513513513514486
adult,RF,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=const,False,mask,True,1.0,20,const,0.8093366093366093,0.003875867835482181,0.8221437346437346,-0.012807125307125244
adult,LR,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=const,False,mask,True,1.5,20,const,0.8323402948402949,0.0034301923468647846,0.8376842751842751,-0.005343980343980204
adult,DT,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=const,False,mask,True,1.5,20,const,0.8274262899262899,0.002166050083845862,0.8206388206388207,0.0067874692874692055
adult,RF,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=const,False,mask,True,1.5,20,const,0.8216216216216218,0.0046513009871357635,0.8221437346437346,-0.0005221130221128023
adult,LR,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=const,False,mask,True,2.0,20,const,0.82997542997543,0.005702449427867711,0.8376842751842751,-0.007708845208845183
adult,DT,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=const,False,mask,True,2.0,20,const,0.8296683046683047,0.006630208724555118,0.8206388206388207,0.009029484029484003
adult,RF,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=const,False,mask,True,2.0,20,const,0.8180282555282556,0.004812174329235993,0.8221437346437346,-0.004115479115478937
adult,LR,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=linear,False,mask,True,1.0,20,linear,0.8134828009828009,0.0030598683340164567,0.8376842751842751,-0.024201474201474227
adult,DT,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=linear,False,mask,True,1.0,20,linear,0.8059889434889435,0.004244111712561347,0.8206388206388207,-0.0146498771498772
adult,RF,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=linear,False,mask,True,1.0,20,linear,0.8027027027027026,0.0025940727781054917,0.8221437346437346,-0.019441031941031972
adult,LR,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=linear,False,mask,True,1.5,20,linear,0.825982800982801,0.0019603161421661935,0.8376842751842751,-0.01170147420147416
adult,DT,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=linear,False,mask,True,1.5,20,linear,0.8086609336609337,0.008243897746602929,0.8206388206388207,-0.011977886977886931
adult,RF,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=linear,False,mask,True,1.5,20,linear,0.7971437346437347,0.0042898710562680464,0.8221437346437346,-0.02499999999999991
adult,LR,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=linear,False,mask,True,2.0,20,linear,0.8099508599508599,0.005442794245622043,0.8376842751842751,-0.027733415233415215
adult,DT,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=linear,False,mask,True,2.0,20,linear,0.7616093366093366,0.0009141815765440633,0.8206388206388207,-0.05902948402948405
adult,RF,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=linear,False,mask,True,2.0,20,linear,0.7551289926289927,0.0007434716484588695,0.8221437346437346,-0.06701474201474189
adult,LR,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=quad,False,mask,True,1.0,20,quad,0.8140663390663392,0.0019675205624136265,0.8376842751842751,-0.023617936117935945
adult,DT,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=quad,False,mask,True,1.0,20,quad,0.8125,0.004506481771381988,0.8206388206388207,-0.008138820638820654
adult,RF,accuracy,st=mask__tnxt=T__rn=1__T=20__sc=quad,False,mask,True,1.0,20,quad,0.803531941031941,0.0025651858744251913,0.8221437346437346,-0.018611793611793548
adult,LR,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=quad,False,mask,True,1.5,20,quad,0.8254299754299754,0.00267463649349843,0.8376842751842751,-0.012254299754299702
adult,DT,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=quad,False,mask,True,1.5,20,quad,0.8001842751842752,0.0046154711042184545,0.8206388206388207,-0.020454545454545503
adult,RF,accuracy,st=mask__tnxt=T__rn=1.5__T=20__sc=quad,False,mask,True,1.5,20,quad,0.7944717444717445,0.004499778810681808,0.8221437346437346,-0.02767199017199007
adult,LR,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=quad,False,mask,True,2.0,20,quad,0.8128071253071253,0.005685552262591937,0.8376842751842751,-0.02487714987714984
adult,DT,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=quad,False,mask,True,2.0,20,quad,0.7608108108108107,0.0007043823673943272,0.8206388206388207,-0.059828009828009954
adult,RF,accuracy,st=mask__tnxt=T__rn=2__T=20__sc=quad,False,mask,True,2.0,20,quad,0.7558046683046684,0.002157323013370497,0.8221437346437346,-0.06633906633906617
